author,comment,publishedTimeText,replyCount,voteCount,comment_after_cleansing,cluster,label
@RaflyAnandsyah-fc2xm,cuman di ipk yg bagus sama pengalaman. tabungan dikit + gak ada privilege (anak yatim),3 months ago,0,0,cuman ipk yg bagus alam tabung dikit gak privilege anak yatim,4,Promosi Judi
@Fathur_Rhm,"Tirta ashuu 😂 ..
 Tontonan e koceng aiuiaiu aiuiaiu 😭🤣",3 months ago,0,1,tirta ashuu tonton e koceng aiuiaiu aiuiaiu,4,Promosi Judi
@adamoke2710,"kenapa ingin jadi kaya karna ingin punya waktu bersama keluarga,karna tidak ingin diatur orang semuanya sendiri,karna ingin memperbaiki ekonomi agar tidak seperti sebelum, maaf kalo komennya kaya gini dok",3 months ago,0,0,kaya karna keluargakarna atur orang sendirikarna baik ekonomi maaf kalo komennya kaya gin dok,4,Promosi Judi
@saepulohridwan1923,Bahasa y ngegampar banget😂,3 months ago,0,0,bahasa y ngegampar banget,4,Promosi Judi
@IbrahimHasan-p1y,Quote terbazeng nya adalah : Liverpool 30 tahun baru juara sekali kalian mungkin 30 tahun lagi baru sukses 😅,3 months ago,0,0,quote terbazeng nya liverpool 30 juara 30 sukses,4,Promosi Judi
@BrotoS-sr1xy,"Makasih Malaka & Dr. Tirta atas Ilmu & nasihat mahalnya, sangat membantu",3 months ago,0,0,makasih malaka dr tirta ilmu nasihat mahal bantu,4,Promosi Judi
@BoyArnesz,dari gaya ngomongnya ga enak njir kayak attitude nya kurang gitu🙏,4 months ago,1,0,gaya ngomongnya ga enak njir kayak attitude nya gitu,4,Promosi Judi
@aprilaste,Bangun pagi biar rejeki ga di patok ayam🐓,4 months ago,0,0,bangun pagi biar rejeki ga patok ayam,4,Promosi Judi
@ghurulmuhajelin3441,"jam segituan nonton gituan.
ini aku lihat dokter pas malem😅. saya masih belum lulus sma 😢, saya berniat menonton ini untuk bekal di masa depan dok😊💪🏻",4 months ago (edited),0,1,jam segituan nonton gituan lihat dokter pas malem lulus sma niat tonton bekal dok,4,Promosi Judi
@gegammer6016,"Faktanya selain lingkungan sekitar yang bikin seseorang setress adalah keluarga 

Lingkungan Indonesia banyak tradisi tapi seiring ambruknya ekonomi tradisi tetap berjalan dipaksa apalagi demi gengsi

ujung ujungnya Hutang bikin tambah beban hidup lagi 😂

Mau ekonomi kembali normal? Hukum maksimal dulu para penjahat nya

Tapi apa bisa? 
Tentu tidak

Kasih contoh nyata aja tu Koruptor

Ujung ujungnya Presiden Memaafkan Koruptor",4 months ago,0,0,fakta lingkung bikin setress keluarga lingkung indonesia tradisi iring ambruk ekonomi tradisi jalan paksa gengsi ujung ujung hutang bikin beban hidup ekonomi normal hukum maksimal jahat nya kasih contoh nyata aja tu koruptor ujung ujung presiden maaf koruptor,4,Promosi Judi
@CJ_GAMING-12,Sukses = Mie Instan,4 months ago,0,0,sukses mie instan,4,Promosi Judi
@Exters,Makasih bang 😢😢,4 months ago,0,0,makasih bang,4,Promosi Judi
@muhamadridwan4382,bapak saya tukang basko dok cuman udah meninggal sejak saya umur 2 th,4 months ago,0,0,tukang basko dok cuman udah tinggal umur 2 th,4,Promosi Judi
@cihuyadhria8357,Boleh ga saya ikut privilege kang peng peng,4 months ago,0,0,ga privilege kang peng peng,4,Promosi Judi
@solehsoleh-cd3st,udah gw juga kerja duluy cari uang 2 tahun belajar itu juga sama kok,4 months ago,0,0,udah gw kerja duluy cari uang 2 ajar,4,Promosi Judi
@ihsanavicenna8171,petokk kata peng2,4 months ago,0,0,petokk peng2,4,Promosi Judi
@fahrifirman7035,"Sukses Itu bro adalah .. dimana Hidup Lu tenang Ga Punya Utang .. Dan Jauhin Judi , Mabok Dan Maen LC .. Dan Badan Lu Msh Sehat Wal afiat .. Itu Sebener Hidup Lu Udh Sukses bro .. cuma yg sulit itu Mempertahankan nyaaa .. Benerrrr Gaaaa .. Karna Sukses itu untuk laki2 .. Nah Sedangkan Laki2 Kalo punya duit banyak .. Lu tau kan kelakuannya ke manaaa ... Nah ituuu awal Dri kehancurannya",4 months ago,0,0,sukses bro mana hidup lu tenang ga utang jauhin judi mabok maen lc badan lu msh sehat wal afiat sebener hidup lu udh sukses bro yg sulit tahan nyaaa benerrrr gaaaa karna sukses laki2 laki2 kalo duit lu tau laku manaaa ituuu dri hancur,1,Bukan PromosiJudi
@pw8635,Motivator itu cuma cari duit dr seminar. Blm tentu dia udah melakukan kata2 motivasi buat dirinya sendiri 😂😂😂,4 months ago,0,1,motivator cari duit dr seminar blm udah kata2 motivasi,4,Promosi Judi
@aiignister1207,"Aku dok point 1 & 2 no semua
Tapi kerjo opo ae selama cocok tak jupuk asal oleh duit timbange nganggur",4 months ago,0,0,dok point 1 2 no kerjo opo ae cocok jupuk duit timbange nganggur,4,Promosi Judi
@Ohohoyy,Sayang manusia. Masih hidup.,4 months ago,0,0,sayang manusia hidup,4,Promosi Judi
@MisteriLegendaNusantara2,Kelazzz Bosss,4 months ago,0,0,kelazzz bosss,4,Promosi Judi
@m.kaspulanwar1942,"Saya
S1 teknik komputer
Umur : 29 tahun
Pengalaman kerja : 10 tahun
Finansial : 120jt",4 months ago,0,0,s1 teknik komputer umur 29 alam kerja 10 finansial 120jt,4,Promosi Judi
@mochammadzaehidaufar,sound nya apa?,4 months ago,0,0,sound nya,4,Promosi Judi
@ebgdae1329,good opinion,4 months ago,0,0,good opinion,4,Promosi Judi
@Md88Aus1,bapak saya punya utang :hand-pink-waving:,4 months ago,0,0,utang handpinkwaving,4,Promosi Judi
@hrrakbr,Dok klo ga kuliah gmn?,4 months ago,0,0,dok klo ga kuliah gmn,4,Promosi Judi
@DutaTaruna-l6p,Tidak,4 months ago,0,0,,4,Promosi Judi
@DutaTaruna-l6p,Jadi kaya,4 months ago,0,0,kaya,4,Promosi Judi
@AhmedBaul,vvjhgxvcfhfss,4 months ago,0,0,vvjhgxvcfhfss,4,Promosi Judi
@Ipurbancana86,"Itulah kenapa orang kaya cepat kaya, karena waktu yg mereka beli buat dapat duit lagi",4 months ago,0,0,orang kaya cepat kaya yg beli duit,4,Promosi Judi
@mbundumbundu3057,Bermanfaat 😂,4 months ago,0,0,manfaat,4,Promosi Judi
@Ramamana-c9f,Pengen pemasukan stabil,4 months ago,1,0,ken pasu stabil,4,Promosi Judi
@dewiadhr,20:09 gue jadi inget mengenai waktu ini ke drakor Itaewon Class,4 months ago,0,0,2009 gue inget drakor itaewon class,4,Promosi Judi
@AbdullahRijal-e8s,"pengen banget ketemu dokter tirta, mau di caci maki habis² an biar saya sadar, dan kelamaan bodoh seperti ini, putus sekolah di kls 2 sma adalah pilihan terbodoh yang aku buat, sekarang sedikit sadar semua itu emang bener2 kepake",4 months ago,0,1,ken banget ketemu dokter tirta caci maki habis an biar sadar bodoh putus sekolah kls 2 sma pilih bodoh sadar emang bener2 kepake,4,Promosi Judi
@bobyherdiana9582,"20:32 Kalau ada peluang jadilah pionir seperti kapal api. Kalo udh gak ada celah untuk jadi yg pertama gimana?mikir..bedah otak buat cari ide baru, misalnya buat kapal uap, kapal listrik atau apalah. Basic sama gak soal tp bedain pakai sentuhan inovasi, bentuk karakter lain tp kuat, jaga konsistensi rasa dan harga, hasilnya?contoh real) jadilah ABC susu, indocafe coffeemix 3 in 1, mereka adalah kopi+gula+susu/krimer pertama dgn harga yg masuk akal. Selain dasar modal/finasial (poin ke-1), bisnis itu lahir dari inovasi untuk bangun privileged access (poin ke-2). Gimana caranya?(poin ke-3) pake otak ber-IPK 3 koma (IPK tinggi disini bukan scr harfiah tp sbg metafora lho ya), memiliki literasi yg baik, pola pikir matang supaya mampu berpikir kreatif, cermat & cerdas, lihat & cari peluang, kalo otak IPK rendah hampir dipastikan cuma fomo. Terima kasih dok, materi yg bagus & anda berhasil menarasikan dgn gaya yg berbeda namun tetap khas 👍👍👍",4 months ago (edited),0,0,2032 peluang pionir kapal api kalo udh gak celah yg gimanamikirbedah otak cari ide kapal uap kapal listrik apa basic gak tp bedain pakai sentuh inovasi bentuk karakter tp kuat jaga konsistensi harga hasilnyacontoh real abc susu indocafe coffeemix 3 in 1 kopigulasusukrimer dgn harga yg masuk akal dasar modalfinasial poin ke1 bisnis lahir inovasi bangun privileged access poin ke2 gimana caranyapoin ke3 pake otak beripk 3 koma ipk scr harfiah tp sbg metafora lho ya milik literasi yg pola pikir matang pikir kreatif cermat cerdas lihat cari peluang kalo otak ipk rendah fomo terima kasih dok materi yg bagus hasil narasi dgn gaya yg beda khas,1,Bukan PromosiJudi
@beiyongzui,"25:25 Ga ada privilege ada donk yang disalahkan, bokap mokondo",4 months ago,0,0,2525 ga privilege donk salah bokap mokondo,4,Promosi Judi
@ithodebrenebond312,klo baru memulai di usia 30-an??,4 months ago,0,0,klo usia 30an,4,Promosi Judi
@yeahyeah88,Kt gwe teh ambil bagusnya buang buruknya. Life is hard mgkn itu cara beliau membuatnya lebih managable😂,3 months ago,0,0,kt gwe teh ambil bagus buang buruk life is hard mgkn beliau buat managable,4,Promosi Judi
@Ramamana-c9f,Kondisi gk stabil,4 months ago,0,0,kondisi gk stabil,4,Promosi Judi
@MrDday2010,"Semua motivasiku usaha terucapkan disini wkwkwk, dengan 2 privilage, saya baru bisa menikmati hasil usaha setelah 10 tahun, dan banyak orang ga tahu, walau dengan privilage perjuangan saya boleh dikatakan 100x lebih berat dibanding kerja ikut orang, sampai kadang mikir, enakan dulu gua kerja ikut orang mungkin gaji saat ini dah lebih tinggi dari penghasilan usaha saat ini 😂",4 months ago,0,1,motivasi usaha ucap wkwkwk 2 privilage nikmat hasil usaha 10 orang ga privilage juang 100x berat banding kerja orang kadang mikir enak gua kerja orang gaji dah hasil usaha,0,Bukan PromosiJudi
@metallogam-b6y,Ngecap aja lue dok! Ketahuan tdk pernah turba,4 months ago,0,0,ngecap aja lue dok tahu tdk turba,4,Promosi Judi
@tommyarie7134,"Dan jangan jumawa, lebih dari 20 MU jadi bahan bully an setelah sukses 😂",4 months ago,0,0,jumawa 20 mu bahan bully an sukses,4,Promosi Judi
@weskeselcuk,"apapun bisnis dan usaha mu, besar atau kecil itu, kau tetaplah boss nya.",4 months ago,0,2,apa bisnis usaha mu kau tetap boss nya,4,Promosi Judi
@totobochil,tbtb liverpool dok🤣,4 months ago,0,0,tbtb liverpool dok,4,Promosi Judi
@rekappilemm,Dokter Tirta ini omongannya ceplas ceplos tapi ga bikin pendengar sakit hati😂,4 months ago (edited),0,0,dokter tirta omong ceplas ceplos ga bikin dengar sakit hati,4,Promosi Judi
@reinardusdwi4626,"Always trust the process, itu mah fans nya Arteta, dok. Bukan Slot 😁",4 months ago,0,0,always trust the process mah fans nya arteta dok slot,4,Promosi Judi
@dikiramdan5505,"Njir bener banget lagi dok gua G sandwich 😊 IPK pun bener 2,8 😂 saya kerja,2 tmpt lagi",4 months ago,0,0,njir bener banget dok gua g sandwich ipk bener 28 kerja2 tmpt,4,Promosi Judi
@HarisInspirasimu,"cuma bisa bilang terimkasih Bang Dr,",4 months ago,0,0,bilang terimkasih bang dr,4,Promosi Judi
@ardianss1463,"Kalau saya dok lagi di kondisi Gak ada previlege,IPK tanggung,Financial ajur tapi punya pengalaman 5 tahun kerja sama orang tapi sekarang udah ada ilmu dan skill nya akhirnya ngerintis usaha sendiri",4 months ago,0,0,dok kondisi gak previlegeipk tanggungfinancial ajur alam 5 kerja orang udah ilmu skill nya ngerintis usaha,4,Promosi Judi
@Gpasones,Gw tontonin sampai selesai ini monologue lebih bernilai ketimbang ada yang nanya. Hail Dr. Tirta.,4 months ago,0,0,gw tontonin selesai monologue nila ketimbang nanya hail dr tirta,4,Promosi Judi
@theeclipseofyou,Kalo bapaknya ud meninggal privilege of apa?😂,4 months ago,0,0,kalo bapak ud tinggal privilege of,4,Promosi Judi
@awan2298,Liverpool kalah sama king mu dok🙏,4 months ago,0,0,liverpool kalah king mu dok,4,Promosi Judi
@faisalfanfani4894,Mungkin saya jadi coachi😂,4 months ago,0,0,coachi,4,Promosi Judi
@Havelogic,18:12 siapa sangka wak😂,4 months ago,0,0,1812 sangka wak,4,Promosi Judi
@GustavoLeonardo-l3b,Aku pengen berbisnis untuk bisa merubah jalan kehidupan keluarga dan pengen meningkatkan value,4 months ago,0,0,ken bisnis rubah jalan hidup keluarga ken tingkat value,4,Promosi Judi
@431_Adryan,"90% jadi pengusaha itu terpaksa ad yg susah cari kerja ada yg korban PHK, baru lulus cocok tuh bro buka usaha, tp harus nekat",4 months ago,0,0,90 usaha paksa ad yg susah cari kerja yg korban phk lulus cocok tuh bro buka usaha tp nekat,1,Bukan PromosiJudi
@aallann0307,18:30 😂w,4 months ago,0,0,1830 w,4,Promosi Judi
@ariefsuprapta9260,"Tidak saya 3 bos dokter ga punya semua ..
Bener banget aku bekerja untuk  cari semuanya
Setelah punya financially stable, experience, jaringan baru nyicil buka usaha sendiri sesuai pengalaman kerja selama 15 th dok .... setuju dobel job dan masih kerja 18:25",4 months ago (edited),0,1,3 bos dokter ga bener banget cari financially stable experience jaring nyicil buka usaha sesuai alam kerja 15 th dok tuju dobel job kerja 1825,4,Promosi Judi
@AldiTrisna-b8y,"setiap orang punya peluang ,akses dan jalan hidup berbeda . 
jangan jadikan motifator sebagai pedoman untuk jadi lebih kaya . tapi jadikan motifator itu untuk kita jauh lebih baik . kaya itu benar kata dokter Tirta , harus beruntung . 

yang saya tau adalah , momen keberuntungan itu hanya datang maksimal 1 Sampai 3 x dalam hidup kita . jika kita tidak dapat momennya bersiaplah untuk kesialan dan kegagalan yang lebih banyak",4 months ago,0,0,orang peluang akses jalan hidup beda jadi motifator pedoman kaya jadi motifator kaya dokter tirta untung tau momen untung maksimal 1 3 x hidup momen siap sial gagal,4,Promosi Judi
@ardigt9402,"Kalau mau jadi pengusaha karena tidak mau bekerja dibawah perintah orang lain gimana dok? Saya memiliki modal karena bisa dibilang bekerja sekaligus berbisnis sejak masih sekolah, walaupun saat itu hanya berkecimpung di dunia online, tapi experience saya dalam berbisnis terutama jual & beli (reselling) sudah lumayan. Saat lulus sekolah dan sedang menjalani kuliah, saya mencoba bisnis di sektor rill yang masih berhubungan dengan experience saya yaitu jual & beli handphone second, jadi intinya saya sudah punya experience bekerja dibawah perintah orang lain walaupun hanya online.",4 months ago (edited),0,1,usaha bawah perintah orang gimana dok milik modal bilang bisnis sekolah kecimpung dunia online experience bisnis jual beli reselling lumayan lulus sekolah jalan kuliah coba bisnis sektor rill hubung experience jual beli handphone second inti experience bawah perintah orang online,0,Bukan PromosiJudi
@reswaraaji2769,13:36 😂😂😂,4 months ago (edited),0,0,1336,4,Promosi Judi
@nsgaming7444,Ingin Menjadi Berguna dan Bermanfaat bagi banyak orang... 😊,4 months ago,0,1,guna manfaat orang,4,Promosi Judi
@fauzanstudent,4:00 Financial freedom and berdampak buat generasi cicit2 ku nanti dan namaku tetap hidup di keluarga ❤,4 months ago,0,11,400 financial freedom and dampak generasi cicit2 ku nama hidup keluarga,4,Promosi Judi
@axelmaurino,The art Sense,4 months ago,0,0,the art sense,4,Promosi Judi
@mochamadimron511,Out of topic... Ya koh.. saya pernah anter anda saya ojol. Seinget saya itb ke Buah batu. Anda sangat sulit jinak saat di bonceng. Ngeselin. Bikin motor oleng sampe nyerempet angkot. Mungkin dh lupa karena ga penting juga 😂😂😂,4 months ago,1,46,out of topic ya koh anter ojol seinget itb buah batu sulit jinak bonceng ngeselin bikin motor oleng sampe nyerempet angkot dh lupa ga,4,Promosi Judi
@Dikywicky,Kalau bapa nya mandor pabrik gimana bang 😅,4 months ago,0,0,bapa nya mandor pabrik gimana bang,4,Promosi Judi
@LagaKandang,Omongane relate pol,4 months ago,0,0,omongane relate pol,4,Promosi Judi
@begeksanz,Aku ingin kaya❤❤❤,4 months ago,0,0,kaya,4,Promosi Judi
@alfasharing,"Alhamdulillah, mentality ini yg aku perjuangkan.",4 months ago,0,1,alhamdulillah mentality yg juang,4,Promosi Judi
@rifkydevino8413,"Bapak ajudan pns
Tabungan 100k
Sd-smp pekerjaan bisnis owner/jualan sendiri",4 months ago,1,1,ajudan pns tabung 100k sdsmp kerja bisnis ownerjualan,4,Promosi Judi
@martinpr0ject,lagi mikir pen risgn trus berbisnis untung liat ni video “jangn risgn dan tetap bekerja”,4 months ago,0,5,mikir pen risgn trus bisnis untung liat ni video jangn risgn,4,Promosi Judi
@band.ono21,"Walaupun saya engga termasuk golongan yang dimarahin dokter tirta, tapi saya serasa ikut dimarah marahin😂",4 months ago,0,0,engga golong dimarahin dokter tirta serasa marah marahin,4,Promosi Judi
@Niko13332,ga punya bapak ga punya apa apa,4 months ago,0,0,ga ga,4,Promosi Judi
@ULAMAPENGUSAHASUKSES,"Iki lhoo seng jenenge jujur secara ilmu,, gambate",4 months ago,0,0,iki lhoo seng jenenge jujur ilmu gambate,4,Promosi Judi
@r3sstuprocessorr,"gua masih smk dan mau lulus bentar lagi, yang gua punya cuma privilage(networking), kan brati ipk nya gatau jadi mending gimana kedepannya?",4 months ago (edited),0,0,gua smk lulus bentar gua privilagenetworking brati ipk nya gatau mending gimana depan,4,Promosi Judi
@Fitri-d2z,Dari sini jadi tahu pentingnya agama,5 months ago,0,0,agama,4,Promosi Judi
@Fitri-d2z,"Mau bebas finansial bang
Kebutuhan gak ngutang ngutang
Kluarga minta bisa ngasih
Agar keturunan gak susah hidupnya",5 months ago,0,0,bebas finansial bang butuh gak ngutang ngutang kluarga ngasih turun gak susah hidup,4,Promosi Judi
@anon2962,23:37 sumpah ngakak bgt,5 months ago,0,0,2337 sumpah ngakak bgt,4,Promosi Judi
@noviangator5866,liperpool apa kabar peng wkwk,5 months ago,0,0,liperpool kabar peng wkwk,4,Promosi Judi
@rifkydevino8413,Sekarang beli saham masih di 2 digit gk naik naik,4 months ago,0,0,beli saham 2 digit gk,4,Promosi Judi
@furuki60,"Lulus sma, kerja 1thn di pabrik, maksa kuliah (dpt beasiswa), kerja dr om ku tolak buat kerja di umkm 5thn (yg bangkrut pas covid), puji Tuhan ada simpanan tp buat ilmu bisnis blm ada. Yatim dr sma kelas 10 & ga ada relasi dr ortu.. Umur 33thn ini, baru buka bisnis craft lg kyk yg dulu pas sma saya buat.. Semoga bisa maju. Skrg kerja jd art tutor (under studio) krn belum punya relasi ke orang2 kaya..",5 months ago,0,0,lulus sma kerja 1thn pabrik maksa kuliah dpt beasiswa kerja dr om ku tolak kerja umkm 5thn yg bangkrut pas covid puji tuhan simpan tp ilmu bisnis blm yatim dr sma kelas 10 ga relasi dr ortu umur 33thn buka bisnis craft lg kyk yg pas sma moga maju skrg kerja jd art tutor under studio krn relasi orang2 kaya,0,Bukan PromosiJudi
@gilangpurmadani,Bapak ku ketua RT ki😂,5 months ago,0,0,ku ketua rt ki,4,Promosi Judi
@DemoSophia,Realistis banget 🥹🥹🥰,5 months ago,0,0,realistis banget,4,Promosi Judi
@alGhozy500,omongan yg masuk dan sangat mencerahkan pikiran kritik dengan memberi saran yg bagus,5 months ago,0,0,omong yg masuk cerah pikir kritik saran yg bagus,1,Bukan PromosiJudi
@barester,"kuliah buat kerja cuma berlaku buat yang ga punya previelege & miskin. gapapa, ga usah malu dibilang susah",5 months ago,0,0,kuliah kerja laku ga previelege miskin gapapa ga malu bilang susah,4,Promosi Judi
@latifahhanum2569,ya 200jt,5 months ago,0,0,ya 200jt,4,Promosi Judi
@אחמד-ס5ל,23:00,5 months ago,0,0,2300,4,Promosi Judi
@ImronRosidi-t7r7r,"Kalok tidakknya lebih dari 3  kuncinya ya nekat, merantau ke luar negri pulang buka usaha,kalok bisa sambil kerja",5 months ago,0,0,kalok tidakknya 3 kunci ya nekat rantau negri pulang buka usahakalok kerja,4,Promosi Judi
@kittymblock,"Omongan dr Tirta realistis, memang yang dibahas adalah urusan finansial, karena dari finansial lah itu bukti tanggung jawab kita.",5 months ago,0,0,omong dr tirta realistis bahas urus finansial finansial bukti tanggung,4,Promosi Judi
@gaffirata,bapa gua ekspor kepiting dari 2010,5 months ago,0,0,bapa gua ekspor kepiting 2010,4,Promosi Judi
@Damaiindonesiaku604,"Pengusaha bukan hanya tentang profit, tapi seseorang yg mampu menekan kemungkinan gagal mendekati 0÷ itulah yg akan jadi pemenang.. survival",5 months ago,0,3,usaha profit yg tekan gagal dekat 0 yg menang survival,1,Bukan PromosiJudi
@Lois_id,Idealis tanpa realitas hanyalah mimpi basah semata🗿,5 months ago,0,0,idealis realitas mimpi basah,4,Promosi Judi
@suryargatulmalang,Bisnis itu yg susah prosesnya dan bertahannya.Gue aja rintis bisnis 5 tahun baru bnr2 bs jalan sampek 10 tahn lebih.. Jaman skrg yt/ tiktok enak bngt bahas bisnis mudah lah apa lah 😂,5 months ago,0,0,bisnis yg susah proses bertahannyague aja rintis bisnis 5 bnr2 bs jalan sampek 10 tahn jaman skrg yt tiktok enak bngt bahas bisnis mudah,4,Promosi Judi
@minwalabidin4260,Saya mau berbisnis untuk hidup sehat,5 months ago,0,0,bisnis hidup sehat,4,Promosi Judi
@AmesDeBrice,mau daftar dpr bang,5 months ago,0,0,daftar dpr bang,4,Promosi Judi
@nightpanzerchanel,Kereen 🤩,5 months ago,0,1,kereen,4,Promosi Judi
@ibnuwardama,""" Saya bangun pagi terus gapernah jadi gita wirjawan"" 😂",5 months ago,0,0,bangun pagi gapernah gita wirjawan,4,Promosi Judi
@azardoni9027,"Sukses secara financial butuh efort dan perjuangan yg luar biasa apalagi modang cangkang dan abab,.. Satu"" Nya yg lu punya hanya kepercayaan jadi jangan sekali"" Kali membuat namamu buruk kalo kami masih ingin berbisnis. Dan bayar hutang lebih baik tingkatnya daripada bersedekah..",5 months ago,0,0,sukses financial butuh efort juang yg modang cangkang abab nya yg lu percaya kali nama buruk kalo bisnis bayar hutang tingkat sedekah,1,Bukan PromosiJudi
@muhammadarishilmi5140,"Pengusaha karena takdir, pernah kerja ikut orang  & kuliah
Tapi takdirnya jadi pengusaha  juga endingnya 

Benar itu pengalaman sampai usia 25tahun

Sekarang 28 tahun punya usaha dan sudah jalan",5 months ago,0,0,usaha takdir kerja orang kuliah takdir usaha endingnya alam usia 25tahun 28 usaha jalan,1,Bukan PromosiJudi
@tokyotengu,FULL DAGINGGGG!!!!!!!!!,5 months ago,0,0,full dagingggg,4,Promosi Judi
@didoaldo,wekwkkwkw jaman dia kuliah dia emang ngeselin semenjak ego dia kena baru tobat,1 month ago,0,0,wekwkkwkw jaman kuliah emang ngeselin semenjak ego kena tobat,4,Promosi Judi
@nekopoy8357,olive ora frences kone,5 months ago,0,0,olive ora frences kone,4,Promosi Judi
@Ridho4K,"23:50 ""apa bedanya fitnah sama fitnes? kalo fitnah kejam kalo fitnes kegym""😂
- dr. tirta",5 months ago,0,0,2350 beda fitnah fitnes kalo fitnah kejam kalo fitnes kegym dr tirta,4,Promosi Judi
@bagaspris7921,22:10 izinn dokkk😭😭😭🙏,5 months ago,0,1,2210 izinn dokkk,4,Promosi Judi
@bagaspris7921,20:38 dok cipeng cukiii tutukkee😭😭😭🙏,5 months ago,0,0,2038 dok cipeng cukiii tutukkee,4,Promosi Judi
@KrisYanto-kl1gb,"marga bapaknya sama kayak kakekku dok, wongsodimejo 😁apa saya salah denger 🤭",5 months ago,0,0,marga bapak kayak kakek dok wongsodimejo salah denger,4,Promosi Judi
@hanifadyanurhapsari9223,"Dulu pernah merintis jadi wiraswasta Dok, sedikit berkembang yapi memang sulit naik level ketika tidak ada back up modal yang cukup. Ngap ngap....harus punya skill dan lain sebagainya. Meski sekarang kerja ikut orang, masih ada keinginan utk punya usaha sendiri meskipun kelas super kecil😅😊😊😊",5 months ago,0,0,rintis wiraswasta dok kembang yapi sulit level back up modal ngap ngapharus skill kerja orang utk usaha kelas super,4,Promosi Judi
@kucingmiau90,Subtitle mana????,5 months ago,0,0,subtitle,4,Promosi Judi
@anonemas7657,"Awal : dahlah dokter mau ngebahas apasi ini
Akhir : Terimakasih suhu atas ilmunya 🙏",5 months ago,0,0,dah dokter ngebahas apas terimakasih suhu ilmu,4,Promosi Judi
@ZainDin-s1u,tpi ini bner bgt lho real kata2nya ...,5 months ago,0,0,tpi bner bgt lho real kata2nya,4,Promosi Judi
@WildanAlzuhdi,nonton dgn kecepatan 1.5x wkwkwk,5 months ago,0,0,nonton dgn cepat 15x wkwkwk,4,Promosi Judi
@YayasanSeriLangkat,Konten Malaka pertama degan marah-marah  😂,5 months ago (edited),0,0,konten malaka degan marahmarah,4,Promosi Judi
@Cliperr09,"Maaf dok tolong bahas dong tentang orang miskin ga kuliah lulusan SD pekerja keras lagi fokus trading forex. Seandainya orang itu bisa sukses di trading forex gimana dok, dan berapa % itu bisa terjadi atau mustahil untuk menjadi sukses finansial?🙏🙏🙏",5 months ago,0,0,maaf dok tolong bahas orang miskin ga kuliah lulus sd kerja keras fokus trading forex anda orang sukses trading forex gimana dok mustahil sukses finansial,4,Promosi Judi
@TechPlayer321,""" Tujuan anda jadi pengusaha apa? ""

*Rothschild Family 

Oh begitu lu mainnya ya? Sini kasih paham dulu",5 months ago,0,0,tuju usaha rothschild family oh lu main ya kasih paham,4,Promosi Judi
@epicalbafica9119,Dia ngomongin om ded?,5 months ago,0,0,ngomongin om ded,4,Promosi Judi
@tayoorahayu4464,"yang paling saya tekuni adalah 
terus bergerak ..walaupun saya susah mendapatkan pekerjaan dimulai saya pertama nikah saya udh didorong dorong keluar kerja sama atasan sendiri...selebihnya saya ngojol..ngojol itu ya gak pasti penghasilannya saya survive lah dengan berani ngambil orderran yg jauh walaupun malam..walaupun jalannya angker dll .akhirnya itu jadi kebiasaan

disisi lain saya ngontrak


pernah gak punya uang sama sekali
saya sampai2 nyari kanggung dipinggiran kolam..alias kangkung darat untuk dimakan


5 tahun hingga mempunyai 2 anak
hari ini

setahun sebelumnya saya berfikir kalau terus2an ngojol emg susah masa depannya..ngojol yg saya fikir cuman untuk bertahan hidup sementara dan sampingan ..akhirnya saya mutusin sewa ruko yg dipinggir jalan dan mulai usaha warung..7 bulan pertama emg sesek bener ..tapi akhirnya lambat laun berkembang barang menambah omset mulai dikit2 naik..gak bergantung sama ojol walaupun skarang msh sambillan ngojol..



btw saya kalau lagi nunggu orderran dulu sampai skarang itu gak pernah benar2 diam..walaupun dirumah..bantuin istri masak..cuci baju .urus rumah....gantian jagain anak dll


saya pernah ingat ust abdul somad pernah berkata ""setiap gerakan menghasilkan keberkahan ""

maka teruslah bergerak",5 months ago,0,0,tekun gerak susah kerja nikah udh dorong dorong kerja atas sendiriselebihnya ngojolngojol ya gak hasil survive berani ngambil orderran yg malamwalaupun jalan angker dll biasa sisi ngontrak gak uang sampai2 nyari kanggung pinggir kolamalias kangkung darat makan 5 2 anak tahun berfikir terus2an ngojol emg susah depannyangojol yg fikir cuman tahan hidup samping mutusin sewa ruko yg pinggir jalan usaha warung7 emg sek bener lambat laun kembang barang tambah omset dikit2 naikgak gantung ojol skarang msh sambillan ngojol btw nunggu orderran skarang gak benar2 diamwalaupun dirumahbantuin istri masakcuci baju urus rumahgantian jagain anak dll ust abdul somad gera hasil berkah terus gerak,1,Bukan PromosiJudi
@danu1077,Tidaknya telu telu ne dok. blas kabeh,5 months ago,0,0,tidak telu telu ne dok blas kabeh,4,Promosi Judi
@fannybrawijaya,"ini fakta
1 saya stabil finansial = (tidak) 
2 privilage orang tua = (tidak ada) (sudah meninggal ketika masih kuliah)
3 pendidikan = (ada ) S1 ipk 3.8 dan S2 ipk 3.6 pengalaman kerja 10 tahun
kerja apa saja yang penting bisa survive dan bisa lanjut studi dan membangun privilage",5 months ago,0,0,fakta 1 stabil finansial 2 privilage orang tua tinggal kuliah 3 didik s1 ipk 38 s2 ipk 36 alam kerja 10 kerja survive studi bangun privilage,4,Promosi Judi
